27	33	41	11	12	13
21	24	27	11	12	13
9	20	29	11	12	13
9	13	24	11	12	13
3	6	15	11	12	13
4	27	48	11	12	13
2	20	29	11	12	13
19	22	25	11	12	13
21	39	41	11	12	13
17	21	29	11	12	13
5	15	28	11	12	13
5	18	40	11	12	13
21	25	33	11	12	13
10	13	38	11	12	13
18	20	29	11	12	13
10	11	24	11	12	13
1	17	38	11	12	13
4	20	22	11	12	13
19	24	41	11	12	13
1	28	38	11	12	13
