3	28	32	34	48	29
4	16	27	28	30	29
14	27	42	43	49	29
5	15	25	26	40	29
18	21	33	44	45	29
4	19	38	42	45	29
2	3	20	31	47	29
17	21	35	41	49	29
14	17	22	33	46	29
13	19	33	36	43	29
2	10	21	33	44	29
3	8	19	27	36	29
18	25	30	32	39	29
2	5	9	10	13	29
2	24	26	37	46	29
10	23	28	32	49	29
12	22	28	40	47	29
6	10	12	22	30	29
7	27	34	36	41	29
21	22	25	36	44	29
