6	27	32	34
5	23	25	35
2	24	26	34
2	6	12	26
2	6	12	29
4	27	32	41
1	6	11	15
2	6	12	38
3	23	25	27
6	19	25	31
8	20	33	35
8	20	33	36
4	6	13	41
1	3	26	35
1	3	26	33
4	6	13	32
21	22	28	39
21	22	28	40
6	7	34	39
3	10	25	35
11	20	23	42
1	2	15	32
2	3	10	41
11	20	23	26
5	12	16	29
5	12	16	36
16	17	34	37
7	18	35	41
4	25	26	37
17	22	34	36
2	4	9	12
13	14	22	34
16	19	20	23
6	18	25	40
1	22	25	34
19	21	23	42
10	18	25	26
14	27	32	35
9	10	14	21
3	12	16	38
3	12	16	36
18	28	32	39
3	12	16	27
10	24	27	33
3	11	16	39
3	11	16	17
16	19	25	26
16	19	25	34
20	29	37	42
9	20	23	32
4	21	29	36
8	30	31	33
28	31	34	36
12	24	27	41
1	7	23	36
27	29	36	42
9	11	20	31
1	16	29	33
5	25	31	39
4	12	26	33
4	26	32	34
2	7	28	33
2	4	26	39
11	12	28	42
11	12	28	36
11	17	24	37
2	18	40	42
14	24	27	32
4	5	19	25
14	25	26	41
2	3	15	23
15	21	23	35
1	13	27	36
2	26	32	37
4	5	19	24
6	21	29	32
11	18	35	36
29	35	37	38
6	30	31	41
2	21	29	36
13	14	19	21
7	11	20	32
7	11	20	31
7	11	20	39
7	11	20	36
7	11	20	24
2	6	17	28
11	14	22	39
13	19	27	34
4	19	20	30
4	19	20	39
18	26	38	40
14	23	35	41
4	6	13	15
5	6	34	40
1	4	40	42
4	30	31	41
11	14	19	28
1	11	36	40
5	8	25	31
26	34	36	42
16	22	24	41
1	26	27	34
3	26	27	28
3	26	27	34
4	19	36	38
15	19	30	32
6	8	20	26
6	8	20	34
7	15	33	35
5	11	17	33
5	11	17	23
5	13	27	32
3	25	31	40
1	6	28	34
1	6	28	41
1	9	14	42
8	9	26	33
13	18	35	39
13	16	25	30
5	24	36	37
10	22	24	37
14	22	24	27
12	30	31	37
12	30	31	39
2	19	36	37
12	20	33	42
1	5	32	33
1	9	33	39
7	14	19	32
3	16	29	33
3	16	29	30
1	9	33	41
9	25	31	34
5	16	29	42
6	11	15	26
6	11	15	24
7	9	37	38
6	11	15	16
7	9	37	41
6	7	19	24
19	27	31	37
6	7	19	25
8	11	15	29
5	14	41	42
10	15	28	31
2	10	27	41
16	29	35	42
1	6	16	18
4	13	29	41
5	8	20	40
19	21	28	33
5	8	13	41
10	21	29	39
6	24	27	31
6	24	27	38
1	19	21	39
9	23	26	38
5	12	28	32
3	15	21	27
3	15	21	38
3	15	21	30
25	33	38	42
9	23	33	42
4	16	22	28
4	16	22	38
4	35	36	37
4	35	36	38
4	16	22	33
8	27	29	36
18	30	32	37
18	19	21	28
18	19	21	31
19	31	33	41
1	26	30	35
19	31	33	37
18	21	25	26
1	10	17	40
13	22	26	31
17	23	34	41
4	8	29	36
14	15	28	30
14	15	28	31
24	31	37	39
6	17	22	38
5	21	22	27
8	29	31	32
8	29	31	33
19	22	23	36
14	16	28	36
22	26	30	36
13	24	25	39
2	11	18	32
2	12	32	36
15	18	31	32
2	12	32	42
2	5	20	27
21	22	24	38
7	10	20	35
2	12	18	42
2	12	18	23
21	29	30	32
18	28	37	42
18	27	40	42
17	27	30	40
5	11	24	34
1	30	32	35
16	32	34	37
9	27	39	42
13	31	37	41
5	27	39	40
3	4	7	28
7	15	21	30
14	35	36	42
1	4	25	37
15	21	28	36
2	23	30	37
2	23	30	40
7	14	34	39
6	13	32	41
2	9	26	29
11	15	18	34
2	10	27	34
10	14	24	38
16	22	36	39
16	33	34	36
3	8	23	31
3	8	23	32
3	8	23	35
14	27	40	41
3	6	13	33
25	30	32	33
22	33	36	37
5	9	16	23
17	24	25	26
9	17	29	42
1	27	33	35
9	15	26	32
2	3	22	34
2	7	9	12
2	7	9	19
2	7	9	18
11	16	20	23
3	14	33	35
3	12	23	33
1	11	24	34
9	15	19	34
7	19	23	41
13	27	30	35
7	19	23	24
3	12	30	37
3	10	20	41
10	13	17	28
10	13	17	41
1	13	15	29
