1;13;20;26;37;45
2;11;20;22;29;48
23;30;37;38;40;42
3;8;10;17;18;26
16;17;21;34;45;47
12;18;23;30;31;34
1;2;13;17;26;40
4;20;26;34;35;37
4;10;36;38;46;47
1;6;8;13;34;39
9;12;24;37;44;48
4;15;22;25;39;40
6;10;17;29;33;49
22;34;38;39;42;49
3;29;32;34;48;49
23;32;36;38;39;40
18;29;32;33;40;41
3;6;12;15;29;33
1;16;37;38;41;44
4;9;11;18;35;40
8;33;39;40;41;44
4;8;22;36;46;47
4;22;36;40;43;49
2;3;14;28;36;41
1;22;27;33;34;38
9;19;27;30;38;44
2;8;10;24;34;47
3;8;19;30;34;37
26;30;32;41;44;46
6;8;14;37;40;44
15;19;20;25;33;39
10;12;16;23;38;40
16;21;23;30;31;32
6;13;16;19;33;35
2;3;12;21;24;26
8;20;25;30;35;46
4;20;26;37;43;45
3;15;23;43;44;47
13;15;21;30;33;36
24;26;42;44;47;48
8;12;29;33;43;47
2;13;28;37;43;48
22;23;27;33;39;47
2;16;21;32;39;43
6;11;13;29;40;44
6;8;19;38;46;48
9;18;24;39;43;48
1;4;24;35;44;49
2;32;35;37;43;48
2;4;17;28;40;48
5;6;10;15;27;44
3;10;13;31;33;42
11;13;22;29;35;47
14;25;33;36;42;48
14;21;23;26;27;42
6;12;19;21;35;37
5;16;17;40;42;47
4;18;27;28;39;45
22;23;30;31;37;46
8;9;29;30;40;42
2;16;21;40;46;49
1;7;13;24;26;31
5;18;26;38;42;44
15;19;28;34;44;48
14;17;21;25;33;44
18;31;33;36;48;49
4;25;29;30;46;47
9;11;12;40;43;45
8;19;22;30;39;44
2;16;24;32;34;38
5;11;24;30;40;42
6;18;20;25;43;45
3;8;16;17;24;42
14;21;30;41;43;48
4;16;21;30;34;39
1;9;25;27;33;34
3;5;6;10;27;46
8;12;13;16;41;49
6;14;26;44;45;47
6;15;28;32;33;42
6;7;14;19;37;39
1;6;13;14;20;47
4;13;29;30;32;46
8;9;17;27;29;45
11;12;14;29;34;49
4;7;9;23;28;32
8;17;22;34;38;47
1;8;23;38;40;46
1;8;20;30;33;40
12;19;29;32;43;47
5;17;21;25;29;46
1;6;11;16;44;49
2;11;15;41;45;47
4;22;23;27;39;43
8;10;12;27;30;48
6;8;12;24;26;46
8;25;39;42;47;49
1;8;9;25;31;47
2;5;8;19;21;25
3;9;12;22;32;49
8;21;23;25;26;39
4;5;21;22;28;46
4;5;8;14;16;34
3;8;18;21;29;49
10;23;36;38;40;46
10;11;22;29;36;42
8;14;28;29;32;38
7;8;12;19;22;36
5;10;20;27;39;46
10;15;16;22;40;46
9;17;22;24;39;48
16;18;22;30;33;43
2;17;18;26;35;39
8;13;23;37;39;46
7;17;19;23;39;44
5;10;11;17;19;21
5;7;13;26;34;48
17;18;30;35;47;48
8;13;17;19;27;44
2;16;24;27;30;48
9;12;20;40;45;48
13;21;26;36;42;43
2;8;23;31;32;34
1;3;15;17;18;34
1;3;13;29;31;49
12;19;25;29;36;38
2;7;19;31;38;39
14;24;28;29;31;38
4;25;27;29;32;43
13;27;32;36;46;47
8;19;32;43;46;48
16;32;33;36;39;47
5;20;25;28;39;40
1;6;22;25;42;46
4;8;28;30;48;49
7;9;29;32;36;41
10;16;36;37;40;42
2;8;17;29;37;45
3;17;18;31;36;40
6;8;12;23;26;33
13;15;26;28;40;42
8;12;19;21;33;35
2;8;11;21;22;24
8;11;20;23;35;42
2;5;14;15;30;44
16;18;24;34;43;44
9;11;16;22;36;48
1;2;17;21;26;34
6;15;23;25;32;43
5;6;25;26;39;48
1;18;21;28;37;40
3;4;5;9;43;49
11;14;30;36;39;46
6;7;9;22;25;30
9;14;17;24;25;30
3;14;22;33;39;43
4;12;14;17;39;46
8;11;22;34;42;46
9;26;28;31;34;39
13;14;18;37;41;44
12;15;18;34;40;42
1;11;16;28;31;32
11;27;32;33;40;42
1;7;8;21;42;47
2;12;32;34;46;47
5;10;20;28;35;47
5;11;12;15;20;23
7;16;20;29;31;40
1;5;13;15;38;43
14;18;26;29;48;49
2;10;12;29;39;45
15;19;24;26;29;48
3;7;16;21;31;33
6;23;29;37;38;45
19;31;35;40;43;44
3;10;19;20;36;44
7;13;17;20;34;47
6;16;31;38;39;43
4;8;10;16;39;48
2;9;32;41;44;47
7;8;16;26;27;33
3;20;28;36;40;41
1;5;13;17;29;44
5;13;17;27;28;42
3;4;6;17;21;29
4;6;10;24;45;46
6;16;17;29;33;39
1;10;19;25;26;41
8;10;12;21;25;36
3;9;17;43;46;47
2;9;17;40;41;43
12;18;21;35;37;39
3;4;5;39;41;48
4;16;18;35;39;44
1;18;23;27;38;49
6;16;19;23;31;49
3;11;18;20;35;38
4;6;16;17;19;30
4;13;17;18;38;40
6;8;9;20;22;48
10;15;16;21;24;41
6;13;18;24;38;44
1;2;16;26;27;38
3;6;14;32;46;47
2;11;13;27;36;38
11;20;26;30;32;35
4;6;16;24;46;49
18;24;29;32;34;44
14;21;25;28;29;38
9;13;15;23;30;39
1;9;20;27;34;37
8;14;24;25;37;46
5;18;19;28;38;46
5;21;25;28;36;37
1;10;28;44;45;48
8;14;15;18;35;46
5;7;10;18;43;44
16;21;26;35;48;49
10;17;34;37;40;42
7;19;31;34;40;48
10;18;23;35;42;43
3;8;13;21;27;49
2;4;8;9;15;35
1;4;15;17;31;41
28;31;42;43;47;49
2;12;20;35;40;44
11;30;31;33;36;45
1;4;12;18;29;47
10;16;30;34;39;43
3;35;41;44;45;49
2;18;38;41;46;49
6;9;28;31;32;49
10;15;22;26;32;42
10;11;15;28;39;42
1;4;9;19;48;49
5;8;20;25;28;41
2;15;19;33;35;41
1;9;33;34;46;47
8;30;32;33;39;44
8;22;29;41;43;49
9;10;18;28;40;49
1;2;22;34;36;37
6;23;24;30;32;49
5;8;32;37;39;49
7;11;14;22;40;44
16;25;27;32;45;47
1;20;33;36;42;49
2;5;8;18;23;42
1;18;19;26;36;44
20;23;26;28;39;40
9;11;12;14;18;30
9;26;28;30;40;47
6;11;15;20;22;29
4;21;24;27;44;49
2;10;11;24;38;39
3;18;29;37;40;43
7;13;34;40;42;45
8;13;23;32;33;47
6;9;18;47;48;49
5;8;11;12;38;44
8;10;15;17;37;42
3;7;16;19;45;49
2;11;13;17;29;33
8;27;33;36;39;49
6;21;26;32;35;45
5;11;14;30;37;45
9;13;15;26;48;49
12;35;36;37;41;48
3;5;8;15;17;35
2;10;14;15;38;45
6;14;19;31;34;48
8;11;15;20;22;32
4;6;12;26;35;43
13;17;24;30;33;34
5;9;10;41;43;44
3;7;26;36;39;47
5;6;16;21;31;36
5;16;18;32;41;47
2;23;29;38;39;46
23;25;30;31;40;44
1;11;14;21;23;32
2;11;12;26;32;40
17;27;28;40;41;46
6;21;22;29;40;46
4;6;12;14;18;24
10;11;16;22;42;44
1;7;10;13;29;33
10;11;32;35;44;45
3;14;17;26;31;44
17;19;22;25;29;49
8;22;24;28;30;33
16;22;25;26;37;44
1;6;20;33;41;48
16;23;29;36;37;45
4;14;20;26;27;35
5;9;11;16;45;49
1;4;16;23;25;30
7;18;27;29;47;49
12;13;15;24;25;33
20;21;29;40;46;48
3;17;28;31;32;34
17;25;34;37;41;46
13;14;20;31;42;45
11;20;23;28;29;34
16;17;18;21;25;26
8;15;28;43;45;46
4;14;17;25;29;44
7;13;20;34;40;41
3;15;22;27;32;46
7;21;23;30;35;48
12;17;18;31;32;38
18;20;24;29;33;42
18;21;23;30;32;41
1;8;15;18;23;26
17;24;29;35;37;47
14;24;30;34;35;44
11;17;24;32;43;45
13;17;22;26;42;46
5;9;10;28;44;46
24;28;30;31;43;49
16;26;27;28;35;43
5;13;14;18;20;41
6;14;16;28;30;47
2;12;23;32;39;42
6;22;29;47;48;49
7;22;26;31;35;44
7;15;21;34;39;48
5;10;21;27;41;44
5;22;26;35;38;43
5;14;22;26;45;47
8;10;11;12;21;30
1;8;10;14;25;34
11;16;19;20;30;37
21;32;38;43;48;49
5;11;20;24;34;41
2;21;26;37;38;47
12;14;26;30;34;45
12;21;28;33;37;44
1;13;21;32;43;44
2;10;25;26;33;41
1;2;8;26;31;38
8;9;14;18;22;39
10;25;27;32;37;39
13;20;23;27;38;41
3;10;12;23;24;43
18;29;41;46;47;49
12;15;24;27;31;43
11;12;15;28;37;49
8;9;25;29;36;44
1;19;22;39;44;47
26;37;38;41;45;47
8;11;28;35;37;46
6;12;18;30;34;39
8;31;38;40;41;42
1;12;18;19;22;35
6;14;23;29;43;44
5;11;23;35;41;46
7;18;26;29;36;39
7;17;30;35;36;39
5;19;24;33;38;46
7;10;12;22;43;44
14;17;19;22;31;40
11;24;27;28;32;40
6;9;17;28;39;47
6;11;27;32;43;48
6;24;29;44;47;48
8;16;23;28;30;45
13;17;23;24;31;33
15;22;24;27;29;34
3;4;9;13;25;47
5;12;14;20;27;43
1;4;6;26;36;44
1;9;18;23;36;49
4;13;25;38;45;48
3;4;16;19;34;39
2;3;7;17;26;44
2;6;15;21;29;37
16;22;41;45;48;49
2;3;25;30;31;38
7;8;10;16;22;25
2;10;26;30;48;49
2;12;24;28;31;47
7;16;21;24;29;46
19;26;33;38;46;47
4;5;6;18;44;49
8;12;16;26;35;45
4;9;15;28;36;39
8;13;16;19;27;44
3;18;22;25;30;45
12;14;19;24;37;47
14;20;23;32;40;41
21;24;41;46;47;49
11;19;21;22;27;42
9;11;16;28;38;40
5;15;20;25;40;49
2;15;16;28;39;41
7;9;16;23;27;42
18;21;28;42;47;48
2;5;10;23;31;32
17;22;31;44;48;49
4;16;19;21;28;49
3;15;17;38;43;47
15;17;26;33;35;40
10;11;15;22;26;41
1;11;12;35;37;47
8;20;36;40;43;48
6;10;25;26;27;38
2;9;15;23;33;46
6;19;23;33;34;38
4;7;26;28;36;41
5;8;9;25;26;43
1;4;5;8;27;28
10;24;34;39;41;49
8;20;25;29;33;48
7;16;19;30;31;38
4;12;20;27;36;47
3;21;24;26;29;46
11;14;18;27;33;34
25;31;34;36;39;49
12;13;23;28;31;34
6;22;30;33;43;47
8;12;15;28;35;43
4;15;21;31;39;42
8;9;33;37;40;48
18;22;24;29;34;39
1;14;15;28;40;45
13;15;18;35;40;43
4;10;16;29;30;46
7;16;20;32;40;45
4;6;10;20;29;43
1;7;11;20;43;45
8;10;16;38;40;41
10;31;37;42;43;49
7;20;26;35;36;38
2;3;10;13;23;44
20;23;24;26;37;40
8;12;30;33;36;47
19;25;41;46;48;49
6;15;30;42;44;46
6;31;32;33;34;41
12;22;26;30;34;37
2;3;18;33;47;48
1;11;14;25;27;31
1;3;13;15;21;25
8;12;16;17;18;47
1;7;10;13;40;45
4;12;16;20;30;34
2;8;14;16;18;46
4;7;10;18;39;46
13;19;23;36;39;45
2;7;22;32;41;44
8;30;39;41;44;49
1;7;23;37;46;48
5;15;23;25;43;49
3;5;16;19;25;44
3;7;21;24;40;47
7;38;40;44;46;48
1;27;31;38;41;49
12;13;17;19;29;31
5;12;27;33;36;38
15;17;21;31;34;47
3;7;8;9;12;13
15;19;28;37;43;46
1;12;13;24;32;35
14;24;25;28;36;41
4;7;14;28;32;39
3;8;21;31;35;43
2;23;25;37;38;46
1;13;14;20;38;40
3;9;17;25;34;47
6;10;11;24;41;42
5;18;24;35;43;49
3;7;8;10;31;40
4;5;19;21;40;41
3;22;26;35;39;43
7;25;28;29;39;46
2;12;13;15;43;49
1;4;21;24;27;35
6;15;18;19;29;33
5;11;27;28;32;40
6;12;15;23;29;32
2;18;22;32;35;39
12;32;34;38;44;47
7;13;17;29;41;42
2;9;23;30;32;39
25;33;35;38;44;48
4;14;16;30;31;37
1;17;23;30;36;45
11;15;18;19;25;49
2;3;18;23;37;38
14;17;18;22;29;37
6;14;21;25;39;43
5;10;13;21;24;25
2;11;13;21;24;37
9;17;22;26;28;48
2;7;25;28;41;48
8;21;32;41;43;48
2;34;36;41;43;46
2;5;7;36;38;44
4;10;22;25;26;37
2;7;21;22;34;37
1;14;24;30;36;46
1;19;27;28;48;49
1;3;5;20;23;40
5;10;13;16;34;37
6;10;22;23;36;37
4;7;8;10;17;30
3;14;21;29;41;42
9;24;30;33;37;38
21;25;35;39;40;49
14;25;26;30;38;45
4;9;15;32;42;43
5;7;8;22;32;33
6;18;36;40;42;44
23;27;34;35;41;45
11;21;23;30;35;38
5;7;15;17;25;49
11;12;13;19;22;26
2;6;15;24;40;43
1;5;20;30;35;39
10;14;15;24;25;32
1;9;24;25;38;43
32;35;39;40;46;47
4;5;7;41;44;49
9;22;29;30;33;46
12;15;20;34;39;48
15;25;26;30;33;39
2;17;20;21;22;23
3;10;22;25;30;48
9;24;26;28;29;38
1;3;14;36;37;43
6;14;15;32;35;43
4;8;11;14;23;39
1;23;28;35;38;39
18;29;31;41;43;44
6;18;23;29;31;33
5;10;21;26;27;28
10;16;17;18;39;45
13;21;24;26;27;46
4;24;29;36;40;48
16;17;25;27;39;42
2;6;12;14;29;49
10;14;24;27;36;38
7;16;37;39;41;43
4;5;13;15;19;39
2;15;21;32;44;48
7;19;23;38;46;49
3;10;14;21;24;30
13;20;23;24;27;45
2;4;6;12;29;37
4;8;20;21;28;40
8;12;17;34;35;47
5;13;23;32;35;45
10;11;12;36;38;47
17;21;31;36;37;46
6;10;39;40;43;46
1;2;5;8;29;43
3;7;10;13;42;45
4;20;28;29;39;47
2;12;13;17;28;29
2;8;29;40;47;49
13;22;26;31;36;38
9;10;17;18;32;48
33;35;37;39;48;49
7;37;41;46;47;49
11;12;17;29;32;36
6;22;26;28;43;44
2;8;11;21;40;45
8;14;29;39;45;47
1;8;15;34;35;36
7;12;14;17;23;40
6;7;15;24;28;36
3;8;18;19;21;30
5;9;18;38;40;43
4;15;21;26;30;38
2;11;13;22;25;37
7;19;23;38;39;40
1;18;22;38;41;43
22;24;25;28;46;47
6;11;19;25;27;40
1;2;4;10;36;40
2;5;11;18;28;46
10;13;27;35;43;47
7;12;13;16;31;34
3;12;18;23;24;38
3;16;26;28;33;36
5;13;20;37;43;47
21;22;28;30;32;49
1;4;15;45;47;49
10;32;35;37;40;44
4;5;19;32;35;49
6;9;15;17;31;43
5;14;16;20;29;30
3;8;13;22;25;35
2;7;18;30;40;43
20;23;30;37;39;41
1;9;13;18;26;38
23;28;34;36;37;47
7;8;16;22;41;44
3;4;14;16;19;32
2;4;9;12;24;31
13;21;23;35;38;47
14;15;17;25;36;39
13;24;25;30;32;45
12;34;36;41;43;44
3;6;8;12;18;46
5;16;27;42;45;49
16;21;23;25;38;47
14;17;20;21;27;31
1;3;15;39;40;44
9;11;17;36;38;47
21;25;26;29;35;49
2;7;16;27;36;49
11;13;17;22;27;28
9;23;30;36;40;45
5;16;25;37;45;49
20;30;36;39;43;46
9;10;20;29;38;40
8;9;15;26;44;47
18;29;31;33;44;45
5;14;17;20;37;40
5;7;21;27;34;44
5;9;11;37;39;41
4;5;15;19;28;36
8;23;25;29;42;45
7;8;10;12;20;38
3;12;34;35;42;49
7;14;16;18;44;49
6;27;38;40;43;44
12;35;39;42;44;45
6;22;28;38;39;47
2;17;32;36;39;43
3;8;18;31;39;45
5;9;11;17;18;29
7;8;10;20;21;49
2;5;26;34;35;36
9;26;35;39;45;49
18;31;36;39;42;47
1;10;27;32;44;47
14;15;20;28;33;37
4;5;8;18;34;35
9;12;15;31;38;41
9;16;20;21;22;27
8;12;20;23;26;40
11;14;26;37;42;43
1;3;10;16;36;38
9;13;23;26;41;42
9;11;16;28;31;48
12;14;25;33;34;44
6;8;30;35;40;42
9;11;12;26;44;45
8;11;13;31;39;44
3;6;18;22;25;43
9;12;16;21;24;30
19;20;24;36;45;49
7;12;22;37;41;43
1;18;20;25;35;46
1;28;33;34;42;49
7;17;33;41;45;47
1;14;16;18;33;44
4;17;31;33;35;39
5;20;24;33;38;42
13;18;27;33;36;43
5;10;13;38;45;48
4;7;19;32;43;46
2;13;30;31;38;49
2;13;33;35;36;43
6;9;16;17;40;43
13;15;16;36;43;47
7;18;23;25;34;48
10;19;29;36;37;41
8;11;21;39;45;46
17;26;37;39;41;42
4;10;11;16;40;48
4;16;24;26;34;45
1;4;16;21;27;43
8;15;21;30;35;49
10;16;22;38;42;47
4;10;19;20;22;43
3;12;24;29;34;41
1;12;20;21;29;32
20;24;27;28;29;48
2;14;17;19;46;47
3;15;17;32;42;49
2;10;21;44;46;49
2;13;24;27;32;33
13;20;22;23;33;42
4;9;14;15;18;22
9;10;13;24;42;44
4;11;20;26;29;42
20;22;23;29;31;45
1;9;11;24;42;46
22;26;27;35;37;41
4;14;26;28;31;44
6;8;11;19;24;26
11;28;42;43;45;49
1;18;19;22;31;46
15;24;32;35;42;48
2;6;15;28;33;49
10;15;16;23;36;42
3;23;24;30;39;49
14;20;21;31;43;46
6;27;32;34;37;49
11;19;22;29;41;48
3;13;19;26;33;40
1;12;22;26;37;42
3;11;24;25;28;36
23;24;27;36;45;48
1;7;20;22;24;46
6;14;17;25;42;46
14;20;26;33;42;44
3;4;8;22;33;48
5;10;18;33;36;49
7;23;27;31;44;45
5;18;25;34;43;48
1;10;14;32;41;44
3;7;8;32;39;47
9;11;20;24;29;33
16;26;27;34;38;44
23;25;27;43;46;48
3;24;35;36;39;46
3;8;19;32;34;45
10;11;13;27;30;46
7;16;23;33;38;46
16;20;21;30;43;47
3;7;9;23;29;45
2;16;25;34;45;49
2;15;36;38;42;45
3;6;13;15;19;20
4;17;18;23;34;43
2;10;11;26;33;48
9;14;21;24;30;44
23;26;35;41;42;44
16;20;32;41;46;47
8;11;14;25;32;44
25;28;30;33;43;49
9;10;16;24;25;26
1;9;23;40;42;47
21;24;38;39;40;49
4;8;21;37;38;40
2;6;8;18;36;49
9;29;31;38;43;44
2;16;18;23;32;49
17;21;24;34;36;40
3;6;9;12;13;32
4;19;20;25;38;42
3;4;9;21;34;48
5;8;26;33;43;44
7;12;20;26;38;46
1;4;6;16;28;41
2;14;16;32;33;39
1;30;32;42;43;48
1;8;28;29;37;39
13;19;20;28;34;40
4;7;10;11;15;18
1;6;22;26;32;35
5;13;21;38;40;43
6;8;19;28;33;48
2;10;23;32;41;43
3;12;34;40;45;47
1;12;20;31;34;49
10;24;35;37;41;48
7;12;22;25;36;45
13;17;29;30;37;46
1;2;11;22;29;41
9;16;19;22;40;44
5;12;19;23;28;32
10;17;20;21;23;43
8;26;28;31;37;42
2;11;18;20;28;36
3;4;7;25;30;37
13;21;31;33;38;49
1;12;21;27;30;33
3;8;18;21;29;47
17;18;29;31;34;35
1;9;10;23;31;43
7;10;26;30;37;40
4;18;24;25;26;42
3;10;38;42;44;45
6;15;16;30;40;46
4;5;16;41;47;49
20;23;30;35;38;39
11;21;33;34;40;49
3;16;19;30;39;40
6;23;30;40;42;44
1;4;6;18;44;46
13;14;27;28;33;44
2;4;8;27;42;45
3;6;43;45;47;49
4;6;18;25;43;49
11;14;18;22;24;35
3;7;10;23;24;37
1;12;15;25;36;44
2;6;14;18;25;43
14;16;33;39;42;45
8;18;22;25;28;29
1;4;5;9;48;49
9;14;25;36;40;47
5;6;13;24;26;40
12;16;20;21;31;39
6;8;17;31;34;46
1;19;27;34;44;46
2;3;15;28;29;38
2;3;7;25;32;35
16;20;22;27;43;47
2;16;24;40;44;45
24;25;26;29;36;40
14;22;26;31;37;42
8;13;19;37;40;45
1;18;19;22;39;40
9;11;30;32;33;36
8;10;32;34;35;49
1;2;19;26;29;31
25;28;33;34;45;46
3;21;22;23;31;32
8;25;27;40;41;46
7;16;19;21;36;44
1;10;20;21;24;42
2;16;17;29;31;47
2;8;18;20;25;37
3;10;11;22;30;39
13;19;24;31;37;46
3;9;10;25;26;40
17;18;25;29;32;41
5;20;26;37;39;49
10;12;18;28;40;45
9;17;18;33;36;46
3;5;9;30;36;39
4;5;6;34;44;49
2;25;31;34;43;44
1;3;17;26;35;48
3;13;17;28;42;49
3;12;23;43;45;47
3;12;19;22;28;33
1;3;21;36;42;49
4;14;15;18;39;45
1;4;6;10;24;30
18;26;28;32;45;47
13;17;22;23;24;29
17;21;37;38;42;49
6;8;29;30;33;47
7;20;26;33;37;48
3;13;20;32;39;42
10;27;32;34;41;48
2;11;19;25;31;44
3;16;18;25;27;49
4;8;28;39;41;46
15;25;37;43;44;48
6;20;22;23;42;49
1;7;8;11;38;49
1;5;17;19;40;48
5;16;29;33;37;43
3;5;7;13;17;21
7;11;12;15;25;37
17;19;20;32;37;45
3;4;24;39;40;43
7;18;30;39;45;48
8;14;19;36;44;47
3;5;8;32;37;49
9;14;21;24;40;48
6;19;25;27;34;40
14;24;27;28;32;45
3;10;16;19;34;42
4;9;19;20;22;25
17;27;28;31;35;47
19;30;40;41;44;45
1;18;29;42;45;47
4;5;6;7;21;45
2;9;36;43;44;47
9;18;22;28;30;39
15;19;24;26;41;47
8;10;14;22;31;38
4;7;24;42;43;47
8;27;37;39;44;49
9;27;31;34;45;46
2;19;24;35;43;47
16;18;26;29;34;45
6;7;14;19;37;44
3;13;33;36;38;41
2;3;33;38;40;44
3;5;7;17;21;41
10;15;16;30;39;48
2;13;15;44;45;48
24;27;30;32;34;37
7;17;18;20;21;42
5;16;21;27;31;38
22;25;28;32;38;47
19;20;36;37;40;46
1;16;19;22;40;48
6;10;12;26;43;44
8;20;24;34;35;48
2;12;14;17;40;47
4;17;35;42;47;48
7;23;26;41;45;46
11;19;35;38;40;45
10;25;26;29;32;48
5;18;23;26;42;44
2;36;39;42;43;49
5;11;15;17;27;44
1;5;7;8;12;42
11;13;22;26;28;30
23;26;29;38;39;42
11;19;28;33;37;42
16;18;19;26;34;49
14;19;20;22;25;38
1;8;12;17;42;43
1;11;30;34;39;49
2;3;18;29;37;43
3;15;20;26;34;43
19;24;29;31;35;37
13;22;26;42;46;49
1;27;34;36;38;44
9;19;34;36;45;49
5;13;16;17;34;46
6;18;19;24;46;48
1;4;6;26;33;47
5;6;11;19;34;44
11;14;17;20;21;46
12;13;19;20;36;45
10;11;23;34;35;36
3;4;8;11;14;36
7;11;12;23;37;44
7;8;17;26;29;43
33;34;35;43;44;45
9;14;29;37;44;46
2;12;13;23;44;47
6;10;24;28;31;37
8;10;17;22;29;49
24;28;34;36;45;48
3;5;24;44;45;49
1;11;16;18;20;40
5;6;17;20;25;49
2;12;16;30;48;49
3;6;16;25;32;38
2;8;13;17;20;40
6;9;27;29;41;46
16;21;30;31;39;42
8;20;33;35;42;48
10;21;24;26;34;42
4;9;14;28;45;49
17;22;24;31;39;48
8;29;30;35;38;40
2;21;32;34;38;45
